# Untuned case (Up to date)
# 704 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=12 seconds
21.1102713311,1038.6388064701,44.5753421131,-11.7689270883,44.6353413462,11.7733926648,36.537182039,0.0173103466,36.5371861396,0.0271452168,2.313562748,0.3242376127,-43.5299998434,-172.6325467855,9.8015540695,0.1471958151,0.0000707324,-0.6754064974,0.0037314964,1696.7940946338,261,0.2580679623,0.0033675883,106.3500310331,90.3124087227,1.5690854428,0.1332919173,3938781.34681008,0,3.3749606392,0.3714528852,0.3714778039,0.208399514,0.0407436956,0.1223096756,0.0232386529,0.036904041,0.0004367244,0,0,0,0,-0.0000396419,0.0047253565,10.221,82.0496358537,84.3555192856,0.0144695558,2.2095750703,7.9823476633,890.2743901885,336.136202684,0.05,0.068134904
21.1602713311,1040.8528858306,43.9882926309,-11.713496772,44.0482035456,11.7187786094,36.6524413091,0.0173120023,36.6524453976,0.0270624427,2.2965946557,0.3518031674,-43.5299998434,-172.6325453558,9.8015471676,0.1919689893,0.0000693301,-0.2576933023,0.0053512798,1696.7940946338,261,0.2580679623,0.0033675883,106.3053023781,90.3124087227,1.5647092902,0.1315442948,3886366.03402642,0,3.2858708625,0.3714017869,0.3714440896,0.2084091766,0.040743103,0.1222495072,0.0303515281,0.0478681279,-0.0000321138,0,0,0,0,-0.0000059254,0.00466327,10.221,82.0496358537,84.3794613675,0.0143220399,2.1815624193,7.9679561649,890.0388758945,336.1274814359,0.05,0.06829616
21.2102713311,1043.0376813496,43.4039910072,-11.6579177037,43.4637387907,11.66457575,36.766819693,0.0173157017,36.7668237705,0.0269840188,2.2781910174,0.3940586749,-43.5299998434,-172.6325439371,9.8015403562,0.2558851668,0.0000699571,0.2659332725,0.0001570008,1696.7940946338,261,0.2580679623,0.0033675883,106.2422258968,90.3124087227,1.558538027,0.1298150885,3834525.232106591,0,3.1990661478,0.3713521327,0.3714270947,0.2084186119,0.0407427664,0.1221907544,0.0405422127,0.0628540327,-0.0003809443,0,0,0,0,0.00000648,0.0046014584,10.221,82.0496358537,84.3794377319,0.0130230511,2.1892683294,7.9537549952,889.8064762963,336.1188755271,0.05,0.068454161
21.2602713311,1045.1933335021,42.8225761144,-11.6001787893,42.881965933,11.6098740312,36.88019362,0.0173210293,36.8801976875,0.0269093435,2.2560977819,0.474370189,-43.5299998433,-172.6325425307,9.8015336349,0.3694154166,0.0000716708,1.0468974869,0.006005423,1696.7940946338,261,0.2580679623,0.0033675883,106.1318061053,90.3124087227,1.5477347992,0.1281136058,3783533.0482972497,0,3.1152237657,0.3713041597,0.3714596728,0.208427774,0.0407426832,0.1221337025,0.0587503316,0.0909287087,-0.0002268185,0,0,0,0,0.0001031138,0.0045399115,10.221,82.0496358537,84.3474519726,0.0106443517,2.2624787255,7.9397432481,889.5771765643,336.1103844084,0.05,0.068617942
21.3102713311,1047.3199833846,42.2438467994,-11.5487583452,42.3027734177,11.559241334,36.9924007799,0.0173274479,36.992404838,0.0268376624,2.2320498233,0.4921797455,-43.5299998433,-172.6325411389,9.8015270032,0.405941427,0.000076108,1.9105553615,0.0091094563,1696.7940946338,261,0.2580679623,0.0033675883,106.0957025888,90.3124087227,1.5442025111,0.1264110065,3732537.0122709363,0,3.0320758796,0.3712570374,0.3714445268,0.2084368211,0.0407428497,0.1220773665,0.0646352757,0.0995372283,-0.0004667612,0,0,0,0,0.0003527524,0.0044786267,10.221,82.0496358537,84.273398209,0.0068701424,2.3068317432,7.925920036,889.3509621735,336.1020075418,0.05,0.068780611
21.3602713311,1049.4177622848,41.6677217607,-11.4992439554,41.726100863,11.5100456728,37.1033647901,0.0173342397,37.1033688393,0.0267678878,2.2064579087,0.4985377054,-43.5299998432,-172.6325397625,9.8015204608,0.4270701493,0.0000758584,2.915510212,0.0104612764,1696.7940946338,261,0.2580679623,0.0033675883,106.0744083177,90.3124087227,1.5421191268,0.124723919,3682027.601816645,0,2.9507344507,0.3712112213,0.3714185355,0.2084456665,0.0407432675,0.1220222873,0.0680444893,0.1043376837,0.0000552574,0,0,0,0,0.000843862,0.0044175977,10.221,82.0496358537,84.1525850807,0.0023889615,2.3758871942,7.9122844685,889.1278185532,336.0937443879,0.05,0.068939192
21.4102713311,1051.486787541,41.0935671023,-11.4657180395,41.1516338642,11.4714826104,37.2131314404,0.0173405858,37.2131354806,0.0266987021,2.185340363,0.3636249705,-43.5299998431,-172.6325384009,9.8015140072,0.2538554656,0.0000590491,3.598471539,0.0121594989,1696.7940946338,261,0.2580679623,0.0033675883,106.2397117409,90.3124087227,1.5582920476,0.1230054804,3630620.9418061823,0,2.871731907,0.3716630852,0.3717369304,0.2089521853,0.0407439547,0.1219669453,0.0402106962,0.0617154053,-0.0000446149,0,0,0,0,0.0013217524,0.0043568243,10.221,82.0496358537,83.987744596,-0.0022485031,2.3250997557,7.8988358358,888.9077340879,336.0855945165,0.05,0.069118863
21.4602713311,1053.5271506621,40.5212816417,-11.4270066796,40.5792589879,11.4309996872,37.3219626876,0.0173456866,37.3219667184,0.026628679,2.1684081994,0.3021128838,-43.5299998431,-172.6325370509,9.8015076421,0.1721499003,0.0000745643,4.0851761927,0.0241859742,1696.7940946338,261,0.2580679623,0.0033675883,106.3178353934,90.3124087227,1.5659354927,0.1213220066,3580274.1440735064,0,2.796214384,0.3721333157,0.3721674283,0.2094749481,0.0407448938,0.1219134738,0.0271925254,0.0413004329,0.0004355179,0,0,0,0,0.001751161,0.0042962904,10.221,82.0496358537,83.7944494163,-0.0057310184,2.3606632756,7.8855734632,888.6906977359,336.0775575187,0.05,0.069278586
21.5102713311,1055.5389438054,39.9506927294,-11.3971775632,40.0088602124,11.3983894974,37.4300603176,0.0173490449,37.4300643383,0.0265569164,2.1566283711,0.1662128973,-43.529999843,-172.6325357101,9.8015013652,0.0255116435,0.0000659809,-4.2257433297,0.1568790095,1696.7940946338,261,0.2580679623,0.0033675883,106.4600309857,90.3124087227,1.5798475945,0.1196189252,3529376.068215982,0,2.7209071226,0.3726189823,0.3726197368,0.2100127385,0.0407461145,0.1218601293,0.0040096979,0.0084458508,0.0000220291,0,0,0,0,-0.0019275718,0.0042359923,10.221,82.0496358537,83.5849401943,-0.0075287839,2.316078288,7.8724968228,888.4767008572,336.0696330746,0.05,0.069437118
21.5602713311,1057.5222425267,39.3814846656,-11.3698613445,39.4402497456,11.3698905688,37.5377519836,0.0173503925,37.5377559934,0.0264827843,2.1522001601,0.025778932,-43.529999843,-172.6325343743,9.8014951761,0.2406612325,0.0000656399,-3.9176280446,0.0166593216,1696.7940946338,261,0.2580679623,0.0033675883,106.2492830271,90.3124087227,1.559228481,0.1179149748,3478479.4120384217,0,2.6473005286,0.373115307,0.3731819695,0.2105601785,0.0407476162,0.1218075124,0.038098981,0.0610235545,0.0000621265,0,0,0,0,-0.001705033,0.0041759213,10.221,82.0496358537,83.379406256,-0.0081169906,2.2495478754,7.8596053898,888.2657348653,336.0618208662,0.05,0.069599326
21.6102713311,1059.4771181724,38.8138217379,-11.3363706754,38.8734773606,11.336461642,37.6453621009,0.0173497146,37.6453660989,0.026406051,2.1527852205,0.0454144228,-43.529999843,-172.6325330394,9.8014890748,0.3577519092,0.0000685042,-3.3259362285,0.0093581008,1696.7940946338,261,0.2580679623,0.0033675883,106.1354449246,90.3124087227,1.5480908132,0.1162330669,3428259.5512834457,0,2.5757162772,0.3736158284,0.3737626527,0.2111101306,0.0407493814,0.1217563164,0.0568561347,0.0894480562,0.0003723713,0,0,0,0,-0.0012647732,0.0041160728,10.221,82.0496358537,83.1974321412,-0.0075691971,2.2310035404,7.8468986888,888.0577919785,336.0541206054,0.05,0.069763868
21.6602713311,1061.4036526846,38.2478655026,-11.2996281457,38.3086096937,11.2999272415,37.7530859207,0.0173471831,37.7530899062,0.0263268627,2.1564696043,0.0822157722,-43.529999843,-172.6325317032,9.8014830608,0.4247452344,0.0000697716,-2.5399197864,0.0041445992,1696.7940946338,261,0.2580679623,0.0033675883,106.0703034144,90.3124087227,1.5417175122,0.1145589533,3378295.5714980816,0,2.5052821594,0.3741247749,0.3743314667,0.2116672629,0.040751424,0.121706088,0.0676518261,0.1051311001,-0.0003161112,0,0,0,0,-0.0007593566,0.0040564447,10.221,82.0496358537,83.0503634971,-0.0070509136,2.2173539205,7.8343762153,887.8528639425,336.0465319865,0.05,0.06992247
21.7102713311,1063.3019413442,37.684080671,-11.2517453114,37.7458821699,11.2517672578,37.8609876483,0.0173429964,37.8609916204,0.0262454968,2.1590935048,0.0222232289,-43.5299998431,-172.6325303648,9.8014771341,0.3356399645,0.0000679371,-1.8456668576,0.0081428156,1696.7940946338,261,0.2580679623,0.0033675883,106.1547057767,90.3124087227,1.5499752523,0.1129185694,3329351.6434894577,0,2.436305753,0.374634292,0.3747639936,0.2122230033,0.0407537103,0.1216575784,0.0532982913,0.0832014485,-0.0002211985,0,0,0,0,-0.0004127234,0.0039970407,10.221,82.0496358537,82.9415821144,-0.0058373883,2.2835040809,7.8220373189,887.6509401126,336.0390546153,0.05,0.07008018
